Name	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YBL038W	-0.27	-0.03	-0.14	-0.42	-0.12	-0.04	0.28	-0.07	-0.09	-0.07	-0.1	0.25	0.08	-0.17	-0.03	0.01	0.08	-0.12	-0.17	-0.51	-0.47	-0.38	-0.4	-0.12	-0.54	-0.15	0.06	-0.22	-0.74	0.21	-0.06	-0.1	-0.09	0.51	0.39	0.46	0.73	0.7	-1	1.1	0.84	0.94	0.93	1.26	1.54	1.12	1.52	0.06	-0.45	-0.51	-0.01	0.18	0.04	0.18	0.43	0.38	-0.76	-0.76	-0.18	0.14	0.36	-0.23	-0.3	-0.14	-0.18	0.21	-0.18	-0.29	-0.14	0.71	0.44	0.31	0.04	-0.03	0.11	0.31	0.5	1.58	1.19
YDR041W	0.29	-0.04	0.2	-0.01	0.08	-0.18	0.16	0	0.07	-0.06	-0.06	-0.15	-0.14	-0.25	-0.12	-0.25	-0.23	-0.4	0.69	-0.42	-0.17	-0.47	-0.29	-0.22	-0.23	-0.04	-0.09	-0.23	0.2	0.06	0.01	-0.1	0.38	0.26	0.06	0.21	0.19	0.43	0.76	0.9	0.82	0.43	0.65	0.28	1.34	0.92	1.19	-0.29	0.14	0.12	0.66	0.63	0.72	0.1	0.5	0.36	-0.56	-1	-0.03	-0.38	0.01	-0.38	-0.67	-0.06	-0.09	0.71	-0.1	-0.51	0.12	0.07	0.64	0.21	-0.04	0.2	0.32	0.48	0.49	1.26	0.53
YIL098C	-0.04	0.25	-0.36	0	-0.29	0.26	-0.23	0.14	-0.07	-0.09	-0.04	0.04	-0.03	-0.17	-0.51	-0.22	-0.15	-0.18	0.6	-0.04	0.16	0.25	0.12	0.06	-0.06	0.12	-0.2	-0.17	0.01	0.24	-0.12	0.16	-0.32	0.04	0.06	0.01	0.12	0.68	0.81	0.7	0.39	0.45	0.42	1.04	1.74	1.11	1.46	-0.06	-0.86	-0.47	-0.03	0.04	0.21	-0.27	0.78	0.42	-0.67	-0.04	0.14	-0.3	-0.01	-0.14	-0.6	0.32	-0.01	0.69	0.24	-0.18	-0.2	0.2	-0.01	0.16	-0.32	-0.62	0.43	0.21	-0.32	1.63	0.15
YKL167C	0.07	0.03	-0.04	0.01	0.12	0.08	0.12	0.18	-0.14	-0.14	-0.25	-0.36	-0.01	-0.3	-0.14	-0.43	0.29	-0.45	0.58	-0.3	0.04	0.03	0.07	-0.01	0.03	0.06	-0.27	-0.4	0.12	-0.17	-0.17	-0.15	0.01	0.06	-0.03	-0.45	-0.1	0.48	0.9	0.56	0.37	0.41	0.78	1.06	0.94	1.06	1.44	-0.6	-0.71	-0.43	0.78	0.77	0.39	-0.6	1.21	0.54	-0.89	-1.29	-0.22	0.12	-0.15	-0.42	-0.51	0	0.14	0.73	-0.03	-0.03	-0.4	0.67	0	-0.23	-0.12	-0.18	-0.15	0.08	0.18	1	0.45
YKL138C	-0.1	0	0.01	0.21	-0.2	0.28	0.14	0.33	0.08	0.34	-0.01	0.01	-0.03	-0.32	-0.49	-0.22	-0.01	-0.07	0.15	-0.07	-0.2	-0.17	0.43	0.15	0.19	0.11	-0.2	0.08	0.56	0.15	-0.29	0.14	-0.1	-0.29	-0.18	0.01	0.5	0.68	0.74	0.62	0.7	0.8	0.85	0.82	1.43	1.01	1.41	0.2	-0.81	-0.54	0.61	0.11	0.33	-0.2	1.15	0.48	-0.42	-0.6	-0.22	-0.45	-0.2	-0.38	-0.81	-0.67	-0.06	1.04	0.39	-0.4	-0.79	0.23	-0.27	-0.06	-0.01	0.15	0	0.15	-0.04	0.98	-0.15
YKL170W	0.04	0.12	0.03	0.07	-0.22	-0.09	-0.01	-0.01	-0.18	-0.07	-0.27	-0.23	-0.12	-0.58	-0.25	-0.42	0.15	-0.34	0.59	-0.17	-0.07	0.42	0.12	0.06	-0.2	0.07	-0.01	-0.04	0.16	0.15	-0.12	0.1	0.54	0.19	0.12	-0.12	-1.18	0.58	1.13	0.41	0.72	0.56	0.79	0.11	1.37	1.21	1.48	-0.27	-0.67	-0.81	-0.07	-0.32	-0.18	0.18	0.56	0.48	-0.84	-1.18	0.08	-0.07	-0.04	0.07	-0.76	-0.29	0.12	0.44	-0.12	-0.54	-0.22	0.29	0.06	0.06	-0.23	-0.06	0.26	0.21	0.36	0.81	0.04
YNL315C	-0.01	0.1	0.06	0.06	0.12	0.12	0.11	0.08	-0.09	-0.06	-0.2	-0.34	0.06	-0.38	-0.17	-0.51	-1.03	0.16	0.37	-0.58	-0.18	-0.4	0.15	0.16	0.03	0.03	-0.1	-0.09	0.26	0.16	0.04	-0.01	0.25	0.1	0.24	-0.06	0.25	0.6	1.02	1.01	0.73	0.73	0.81	0	1.53	1.29	1.44	-0.47	-0.56	-0.47	0.34	0.01	-0.29	-0.22	0.37	-0.4	-0.86	-0.42	0.76	-0.45	0.04	0.12	-0.6	0.77	0.23	0.28	0.08	-0.49	-0.32	0.73	0.77	0.31	-0.18	-0.03	0.24	0.3	0.46	1.08	0.04
YBR122C	-0.43	-0.51	-0.49	-0.43	-0.54	-0.32	-0.15	0.2	-0.34	-0.09	-0.69	-0.29	-0.32	-0.3	-0.71	0.06	-0.43	0.45	-0.09	-0.51	-0.12	-0.62	-0.6	-0.4	-0.12	-0.07	-0.04	-0.3	-0.03	0.01	-0.22	-0.2	0.36	0.08	-0.1	0.15	0	0.15	0.53	0.58	0.5	0.93	0.7	1.24	0.66	0.6	0.93	-0.18	-0.18	-0.23	-0.4	-0.18	-0.27	0.15	0.19	0.11	-0.12	0.15	-0.4	-0.22	0.03	-1.03	-0.29	-0.79	-0.06	0.5	0.29	-0.18	-0.62	0.14	-0.84	-0.12	-0.03	0.18	0.45	0.14	-0.18	1.23	0.71
YOR244W	-0.4	-0.62	-0.86	-0.42	-0.51	-0.22	-0.32	-0.43	-0.27	-0.12	-0.47	-0.3	-0.34	-0.54	-0.4	-0.15	-0.34	-0.4	0.45	-0.43	0.06	0.21	0.03	-0.36	-0.2	0.23	-0.45	0.24	-0.29	-0.36	-0.6	-0.07	0.21	0.23	0.42	0.26	0.19	0.03	0.23	0.49	0.49	0.19	0.16	0.52	0.44	0.36	0.77	0.12	-0.1	-0.1	0.06	0.36	0.32	0.21	0.12	0.1	-0.27	0.06	-0.43	-0.3	-0.18	-0.84	-0.38	-0.89	-0.3	0.01	-0.56	-0.34	0.06	0.2	-0.74	-0.27	0.07	-0.15	0.15	0.06	0.04	1.14	0.44
YML129C	-0.4	-0.09	-0.23	-0.42	-0.29	-0.3	-0.29	-0.64	-0.18	0.15	-0.3	-0.56	-0.38	-0.58	-0.56	-0.18	-0.51	-0.29	-0.04	-0.42	0.1	-0.09	-0.76	-0.36	-0.27	0.06	0.07	0	0.03	0.34	0.36	0	0.08	0.12	-0.01	-1.18	-0.34	0.1	0.19	0.43	1.68	0.29	0.19	1.57	0.62	0.2	1.12	-0.6	-0.94	-0.69	-0.38	-0.69	-0.6	-0.64	0	-0.45	-0.79	-0.49	-0.36	0.16	0.01	-0.22	-0.36	-0.79	-0.06	0.3	-0.29	-0.54	-0.14	0.36	-0.89	-0.92	-0.12	-0.22	-0.25	0.04	-0.12	1.05	0
YLR382C	-0.27	0.25	0.12	0.38	-0.07	0.03	-0.3	-0.42	-0.03	0.11	-0.25	0.37	-0.04	-0.29	-0.4	0.01	-0.17	-0.18	-0.64	0.04	0.21	-0.07	-0.17	0.03	-0.04	0.36	0.18	0.39	0.23	0.26	0.55	0.24	-0.06	0.1	-0.09	0.5	-0.07	0.18	0.59	0.89	1.04	0.08	0.14	1.2	0.82	0.69	0.78	-0.22	-0.43	-0.49	-0.47	-0.54	-0.62	-0.38	-0.17	-0.56	0.01	0.31	-0.17	0.24	-0.09	0.11	-0.25	-0.67	-0.3	-0.09	-0.12	-0.4	0.06	0.12	-0.36	0.12	-0.09	-0.12	0.08	-0.12	-0.23	0.71	-0.27
YKL087C	-0.4	-0.38	-0.42	-0.23	-0.49	-0.14	-0.29	-0.34	-0.25	0.03	-0.34	-0.3	-0.17	-0.62	-0.45	-0.2	-0.42	-0.29	-0.36	0.31	0.77	-0.01	-0.17	-0.01	-0.17	0.59	0.3	0.34	0.42	0.21	0.39	0.39	0.44	0.15	0.18	0.44	0.58	0.77	0.66	0.7	0.56	0.63	0.91	0.99	0.86	0.63	0.9	0.04	-0.38	0.23	0.03	-0.42	-0.32	-0.67	-0.25	-0.3	-0.6	0.43	-0.29	0	-0.07	-0.03	-0.34	-0.43	0.31	0.53	0.06	-0.36	-0.29	0.7	-0.3	-0.32	-0.09	-0.25	-0.06	0	0	0.66	0.07
YIR011C	-0.07	-0.03	-0.6	-0.4	-0.79	-0.06	-0.64	-0.34	-0.3	-0.1	-0.43	-0.45	-0.27	-0.6	-0.47	-0.23	-0.45	-0.22	1.18	-0.03	0.24	-0.14	0.38	0.14	-0.07	0.12	-0.15	-0.22	0.23	-0.23	-0.15	0.16	1.07	0.86	0.63	0.7	0.45	0.55	0.57	0.61	0.24	0.78	0.53	0.56	0.88	0.5	0.75	0.06	-0.4	-0.18	-0.23	-0.2	-0.12	-0.2	-0.18	-0.51	-0.47	0.25	-0.2	-0.6	-0.23	-0.62	-0.49	-0.06	0.11	0.06	-0.12	0.01	-0.62	0.4	0.14	0.3	-0.29	-0.43	0.08	-0.29	-0.49	0.74	-0.22
YDR197W	0.01	-0.1	0.16	0.18	-0.43	-0.2	-0.38	-0.09	0.32	0.06	0.24	0.01	0.21	-0.2	-0.09	-0.01	-0.15	0.23	0.38	-0.43	-0.22	-0.17	-0.18	-0.4	-0.2	-0.29	-0.3	-0.25	-0.25	-0.22	-0.07	-0.2	0.32	-0.4	0.36	-0.2	-0.62	0.29	0.67	0.53	0.32	0.04	-0.01	-0.03	0.39	0.37	0.6	-0.07	-0.17	-0.09	0.41	0.14	0.51	-0.45	0	0.3	-0.67	-0.84	-0.14	0.07	0.01	-0.58	-0.1	-0.22	-0.2	-0.22	-0.32	-0.6	-0.32	0.32	-0.54	0.1	-0.07	0	0.33	0.2	-0.67	0.68	0.23
YBR185C	0.06	-0.06	0.06	0.45	-0.15	0.11	0.28	0	0.06	0.72	-0.4	0.33	0.08	-0.03	-0.22	0.15	-0.06	0.33	-0.25	-0.64	0.39	-0.27	-0.58	-0.38	0.01	0.07	0.01	0.1	0	0.2	0.38	-0.18	-0.01	-0.07	-0.03	0.03	0.12	0.51	0.52	0.78	0.64	0.78	0.7	1.55	0.67	0.58	0.77	-0.03	-0.36	-0.09	-0.71	0.03	-0.29	0.12	0.39	0.39	0.1	0.11	0.86	-0.09	0.16	-0.18	-0.43	-0.27	0.29	0.07	0.24	-0.34	-0.23	0.26	-0.58	0.36	-0.36	-0.32	0.14	0.01	-0.14	0.85	0.06
YOL023W	-0.6	-0.22	-0.76	-0.25	-0.38	0	-0.01	-0.09	-0.22	0.14	-0.86	-0.25	-0.38	-0.07	-1.06	-0.3	-0.29	-0.25	-0.34	-0.51	0.03	-0.27	-0.1	-0.23	0.07	-0.01	-0.27	-0.1	0.37	-0.18	-0.1	-0.04	-0.38	-0.18	0.06	0.19	0.36	0.32	0.14	0.31	0.26	0.36	0.24	0.46	0.57	0.26	0.52	-0.27	0	-0.84	-0.23	0.2	-0.18	-0.18	0.25	0.66	-0.92	-0.01	0.04	0	-0.14	0.19	-0.1	-0.49	-0.67	-0.18	-0.54	-0.18	-0.6	0.49	-0.43	-0.42	-0.49	-0.45	0.03	-0.3	-0.07	0.58	-0.27
YCR046C	-0.25	-0.36	-0.15	-0.22	-0.07	-0.27	0.1	-0.42	-0.14	-0.07	-0.43	-0.22	-0.17	-0.34	-0.27	-0.4	-0.47	-0.32	-0.42	-0.51	-0.1	-0.1	0.12	-0.04	0.11	0.62	0.44	0.48	0.46	0.48	0.48	0.44	0.48	-0.04	0.01	0.07	0.11	0.48	0.77	0.71	0.54	0.69	0.82	-0.67	1.01	0.89	0.79	-0.09	-0.6	-0.36	0.56	0.15	-0.18	-0.14	-0.03	0.26	-1.36	-0.97	0.2	-0.06	-0.25	0.56	0.33	-0.01	-0.27	-0.27	0.03	-0.14	-0.09	0.23	0.03	-0.01	-0.38	-0.42	-0.23	-0.42	-0.23	0.81	-0.62
YAL039C	0.28	-0.1	0.1	-0.54	-0.03	0.14	-0.22	0.04	0.08	0.04	0	-0.25	-0.27	-0.49	0.12	-0.04	0	-0.23	-0.43	-0.34	-0.79	0.08	-0.1	-0.58	-0.79	-0.14	0.01	-0.06	-0.29	0.03	0.25	-0.2	1.49	1.08	0.51	0.6	0.58	0.94	1.09	1.26	0.61	0.71	0.86	1.08	1.26	1.03	1.17	-0.03	-0.38	-0.58	-0.34	-0.49	-0.29	-0.04	0.18	0.18	-1.69	-1.32	0.29	0.06	0.16	0.57	0.16	-0.03	-0.56	-0.38	-0.58	-0.69	0.14	0.6	-0.01	0.21	-0.17	-0.1	0.06	-0.36	0.11	-0.14	-0.51
YMR089C	0.01	-0.25	-0.06	0.26	0.03	-0.03	0.1	-0.18	-0.04	-0.07	-0.2	0.11	0.07	-0.27	-0.17	-0.15	0.06	-0.2	-0.12	-0.27	-0.49	-0.23	-0.42	-0.2	-0.04	-0.07	0.25	0.42	-0.3	0.29	0.16	-0.15	-0.25	-0.03	-0.2	-0.18	-0.17	-0.17	0.26	0.18	0.16	-0.2	-0.12	-0.45	0.16	0.15	0.06	-0.58	0.01	0.06	-0.09	-0.36	-0.22	-0.54	-0.38	-0.58	-0.38	-0.17	-0.34	-0.29	-0.18	-0.25	-0.25	-0.69	-0.3	-0.03	0.03	-0.69	-0.71	-0.43	-0.1	0.19	-0.06	0.23	0.25	0.1	0.29	0.57	0.61
YDR468C	-0.12	-0.22	-0.25	-0.25	-0.07	-0.38	0.24	-0.2	-0.1	-0.04	-0.32	-0.17	0.03	-0.36	-0.1	-0.25	-0.04	-0.14	-0.23	-0.42	-0.42	-0.56	-0.3	-0.54	-0.49	-0.45	-0.23	-0.29	-0.2	-0.07	-0.27	0.07	-0.45	-0.22	0.08	-0.14	-0.04	-0.4	0.07	0.19	0.14	-0.07	-0.1	-0.07	-0.22	-0.1	-0.17	-0.36	-0.29	-0.12	0.28	0.14	-0.17	0.01	0.03	-0.38	-0.14	-0.22	-0.2	0.18	0.08	-0.29	-0.32	-0.71	-0.18	0.29	-0.54	-0.06	-0.81	0.12	-0.36	0.86	-0.14	-0.03	0.28	-0.14	-0.15	0.77	-0.15
YHR055C	-0.34	-0.25	-0.38	-0.36	-0.54	0	-0.92	-0.51	-0.67	-1.09	-0.43	-1.03	-0.17	-0.32	-0.18	-0.45	-0.86	-1.03	4.04	2.02	-0.36	-0.56	-1.09	-1.15	-0.97	-0.97	-1.03	-1.12	-0.92	-0.71	-0.23	-0.56	-0.3	0.62	0.82	0.19	0.04	0.42	1.58	1.62	1.25	2.03	1.76	1.17	2.66	2.37	2.77	-0.32	-0.32	-0.42	0.77	1	0.63	0.18	1.41	0.84	-0.25	0.77	0.01	-0.27	-1.09	-1.03	-0.64	-0.2	-0.03	1.09	-1.09	-1.09	-0.01	0.64	0.32	0.4	-0.06	-0.43	-0.23	-0.81	-0.4	-0.47	0.95
YHR053C	-0.27	-0.27	-0.32	-0.36	-0.51	-0.56	-0.74	-0.43	-0.6	-0.74	-0.4	-0.54	-0.14	-0.4	-0.06	-0.36	-0.92	-1	4.17	1.99	-0.23	-0.47	-1	-1	-1.12	-0.94	-0.94	-0.97	-0.92	-0.67	-0.3	-0.54	-0.47	0.62	0.84	-0.09	-0.04	0.23	1.38	1.47	1.23	1.79	1.6	1.14	2.62	2.32	2.72	-0.01	-0.29	-0.38	0.93	1.18	0.73	0.31	1.61	1.06	-0.34	0.93	0.18	-0.25	-1.09	-0.97	-0.58	-0.15	-0.14	1	-1.18	-1.15	0.11	0.26	0.41	0.5	0.21	-0.4	-0.09	-0.45	-0.18	-0.01	1.29
YOR307C	-0.54	-1.09	-0.74	-0.56	0	-0.38	0.12	-0.32	-0.2	-0.54	-0.51	-0.51	-0.14	-0.45	-0.12	-0.23	-0.12	0.01	0.06	-0.6	-0.4	-0.49	-0.32	-0.12	-0.22	-0.25	-0.25	-0.1	-0.25	-0.18	-0.1	-0.42	0.58	1.55	-0.56	-1.36	-1.6	-0.76	1.33	0.58	-0.47	-1.25	-1.06	0.77	1.17	0.83	0.26	-0.42	-0.43	-0.2	-0.09	0.23	0.25	-0.3	-0.22	0.24	-0.81	-0.1	-0.49	-0.22	-0.14	-0.36	0.45	0.23	-0.45	-0.76	-0.29	-0.3	0.08	-0.2	-0.62	-0.86	0.11	0.23	0.65	0.08	0.28	0.59	0.31
YBR200W	-0.25	-0.64	-0.15	-1.03	-0.74	-0.84	-0.32	0.14	-0.09	-0.17	-0.15	-0.22	-0.42	-0.22	-0.4	-0.06	-0.43	0.5	-0.23	-0.58	-0.51	-0.6	-0.56	-0.45	-0.6	-0.58	-0.15	-0.06	-0.49	0.16	0.1	-0.4	0.68	0.37	-0.6	-0.54	-0.01	0.46	0.44	-0.29	-0.69	-0.17	0.08	0.04	0.56	0.23	0.32	-0.04	0.18	-0.97	-0.42	0.07	-0.01	1.12	0.23	0.7	-0.64	-0.69	-0.17	0.21	0.15	-0.22	-0.04	0.16	-0.6	0.16	-0.18	-0.27	-0.07	0.15	-0.29	0.1	0.18	0.25	0.07	-0.14	-0.01	0.33	0.04
YJR048W	-0.74	-0.51	-0.47	-0.09	0.12	0.1	0.15	-0.34	-0.47	-0.38	-0.38	-0.49	-0.03	-0.51	-0.12	-0.54	0.2	-0.79	-0.76	-0.1	0.21	0.39	0.41	0.42	0.39	0.73	0.49	0.44	0.43	0.58	0.36	0.2	-1.18	-1.51	-0.62	0.63	1.21	1.1	1.05	0.96	0.54	1.09	1.31	1.43	1.42	1.26	1.57	-0.56	0.7	0.82	0.76	0.72	0.12	0.04	0.11	-0.71	-0.89	-1.22	-0.18	-0.3	0	0.31	0.86	0.26	0.2	-0.1	-0.01	-0.2	-0.2	0.16	-0.27	-1.06	-0.14	-0.22	-0.01	-0.09	0.31	1.18	1.75
YOR319W	-0.4	2.53	-0.27	0.66	-0.14	0.07	0.1	0.08	-0.04	-0.4	0.72	-0.3	0.31	-0.32	-0.06	0.18	0.25	-0.43	0.18	-0.25	-0.04	0.24	0.15	0.01	-0.03	-0.3	-0.3	-0.38	-0.01	-0.34	-0.1	-0.2	1.1	1.32	0.79	-0.54	-0.2	0.34	0.16	0.21	0.12	-0.09	0.01	-0.1	0.39	-0.17	0.04	-0.1	-0.07	-0.3	-0.67	-0.38	-0.43	-0.04	-0.49	-0.27	0.01	-0.29	0.01	-0.62	-0.09	-0.97	-0.2	0.03	-0.25	-0.47	-0.04	-0.6	-0.15	0.32	-0.47	-0.71	0.07	0.07	0.3	-0.04	-0.2	0.34	0.04
YOR265W	0.01	1.86	0.06	-0.1	-0.04	0.12	0.08	0.34	0.3	-0.15	0.2	-0.2	-0.22	-0.49	0.1	0.01	0.1	-0.27	0.28	-0.38	-0.1	0.23	0.06	-0.14	0.19	-0.12	-0.17	-0.54	0.15	-0.1	-0.38	-0.29	1.33	0.62	1.07	1.22	-0.36	-0.18	-0.06	0.28	0.06	-0.32	-0.09	-0.56	-1.79	-0.38	-0.2	-0.1	0.06	0.1	-0.14	-0.22	-0.49	-0.25	-0.4	-0.34	0.4	0.66	-0.03	-0.62	-0.32	-0.45	-0.38	-0.07	0	0.52	0.11	-0.15	0.07	0.56	0.28	-0.62	-0.01	-0.15	0.2	-0.12	0.16	0.14	-0.23
YPL031C	-0.42	-0.74	-0.29	-0.64	-0.23	-0.17	-0.14	-0.56	-0.42	-0.42	-0.4	-0.74	-0.43	-0.86	-0.32	-0.51	-0.27	-0.56	0.56	-0.22	-0.18	-0.29	-0.32	-0.42	-0.17	0.03	-0.1	-0.34	-0.49	-0.09	-0.03	-0.12	3.51	2.92	2.98	1.8	2.04	2.36	1.48	1.5	1.57	1.83	1.72	1.26	1.2	1.12	1.25	-0.27	0.82	0.08	-0.32	-0.84	-0.69	0.46	-0.79	-1	0.42	0.1	-0.12	-0.12	0.08	0.19	-0.04	-0.15	0.03	-0.25	-0.09	-0.14	0.08	0.04	-0.18	-0.67	-0.09	-0.2	0.57	-0.09	0.31	0.76	0.74
YER040W	-0.22	-0.03	-0.2	-0.2	0	-0.14	-0.04	-0.04	-0.09	-0.1	-0.12	-0.14	0.08	-0.23	-0.2	-0.04	0.23	-0.17	0.36	-0.1	-0.18	0.26	-0.18	-0.15	-0.36	-0.23	-0.06	0.04	0.03	0.12	-0.03	0.08	-0.43	-0.12	-0.25	-0.1	0.01	0.01	0.24	0.01	0	-0.06	-0.01	-0.71	0.37	0.24	0.11	-0.4	-0.42	-0.47	-0.62	-0.06	0.7	-0.27	1.07	0.78	-0.09	0.15	0.07	0	-0.06	0.23	0.16	0.43	-0.22	0.03	-0.2	0.16	-0.17	0.08	0.64	0.55	-0.42	-0.07	0.07	-0.34	-0.54	0.64	-0.07
YDR297W	-0.34	-0.76	0.03	0.21	0.58	0.72	0.44	-0.04	0	-0.4	0.5	0.36	0.64	0.16	0.41	-0.1	0.03	-0.42	-1.22	-0.71	-1.12	-1	-0.12	-0.23	0.21	0.07	-0.07	-0.17	0.04	-0.12	-0.64	-0.34	1.18	1.5	1.87	1.66	0.82	0.4	1.21	1.69	1.26	0.93	0.64	-0.43	0.44	0.31	0.19	-0.42	0.48	0.94	1.16	1.17	1.23	-0.84	0.04	0.26	-0.38	-0.86	0.5	-0.36	-1.06	-0.32	0.14	0.44	-0.45	-1.74	-0.71	-0.47	0.14	-0.32	-0.12	-0.25	0	0.45	0.72	-0.04	0.24	0.08	-0.4
YFL031W	0.38	0.15	0.73	0.26	0.55	0.61	0.49	0.57	0.66	0.36	0.9	0.69	0.32	0.51	0.77	0.53	0.53	-0.06	1.01	0.12	0.16	0.24	0.39	0	0.26	0.39	0.29	-0.07	-0.18	0.2	0.04	0.07	0.6	0.45	0.53	0.77	1.08	0.43	0.76	0.64	0.31	0.49	0.5	0.37	-0.01	-0.25	-0.22	-0.36	-0.79	-1.22	0.42	0.43	0.32	0.42	1.29	0.25	-1.56	-2.56	0.34	0.42	0.11	-0.07	0.19	0.08	-2	-0.97	-0.42	0.46	0.14	-0.04	0.41	0.06	0.16	0.49	0.64	0.46	0.46	0.72	-0.12
YOR367W	0	0.04	-0.14	-0.32	0.08	-0.45	0.11	-0.18	0.03	-0.29	0.04	-0.18	-0.01	-0.15	0.07	-0.1	-0.54	-0.04	-0.32	-0.12	-0.07	0.14	-0.4	-0.32	-0.17	-0.29	-0.15	-0.32	-0.45	-0.01	0.01	-0.29	0.24	0.32	0.24	0.29	0.2	0.25	0.38	0.04	-0.06	0.08	-0.15	0.11	0.3	0.26	0.29	-0.2	0.2	-0.47	0.04	0.29	0.01	0.73	0.18	0.07	-0.49	-1.51	-0.03	0.2	0.33	-0.15	0.01	-0.01	-0.22	-0.1	-0.06	0.34	0.4	0.07	0.64	0.48	-0.03	-0.23	-0.03	0.08	0.01	0.45	-0.25
YMR054W	-0.04	-0.27	0.11	-0.2	0.11	0	0.7	0.23	0.06	0.04	0.1	-0.06	0.01	-0.03	0.54	0.28	0.48	0.03	-0.47	-0.67	-1.06	-0.62	-0.67	-0.47	-0.14	-0.18	0.16	-0.06	-0.47	0.16	0.06	-0.2	-0.4	-0.71	-0.29	0.36	0.39	0.06	-0.1	-0.12	0.06	0.31	0.04	-0.29	-0.29	-0.12	-0.1	-0.34	-0.6	-0.27	0.52	0.51	0.25	-0.23	0.46	0.55	-0.49	-1.09	-0.07	0.53	0.06	0.34	0.19	-0.47	-0.06	-0.45	0.67	0.07	0.16	-0.15	-0.51	0.61	0.1	0.03	0.07	0.01	-0.03	-0.3	-0.71
YLR371W	0.16	-0.09	0.07	-0.23	0.33	-0.25	0.26	-0.17	-0.1	-0.14	-0.14	-0.1	0.18	-0.29	-0.09	-0.04	0.16	-0.25	-0.22	-0.17	-0.29	-0.23	-0.49	-0.64	-0.34	-0.06	0.52	0.45	-0.32	0.29	0.58	-0.1	-0.12	0.08	0.07	0.04	0.04	0	0.03	0.19	-0.12	-0.15	-0.15	-0.74	-0.27	-0.22	-0.32	-0.29	-0.36	-0.07	1.08	0.83	0.72	-0.34	0.81	0.77	-0.2	-0.64	-0.47	0.11	-0.23	0.51	-0.06	-0.74	-0.3	-0.43	-0.06	-0.42	0.21	-0.2	-0.23	-0.4	0	-0.14	-0.2	-0.27	0.12	-0.47	-0.14
YNR055C	-0.09	0.12	-0.47	-0.43	-0.42	-0.27	0.06	-0.15	-0.18	-0.45	-0.51	-0.56	-0.22	-0.54	-0.17	-0.2	-0.07	-0.17	0.23	-0.45	-0.18	-0.12	-0.32	-0.3	-0.32	0.01	0.11	-0.2	-0.03	0.1	0.18	-0.04	0.51	0.11	-0.06	-0.18	-0.04	-0.27	-0.4	-0.25	-0.07	-0.62	-0.34	-0.81	-0.56	-0.45	-0.56	-0.4	-0.27	0	0.54	0.56	0.68	-0.49	0.31	0.23	-1.09	-0.89	0.2	0.08	0.08	0.15	0.19	1.14	-0.34	-0.74	-0.47	-0.58	0.03	-0.09	0.08	-0.22	0.18	0.12	0.34	0.21	0.18	0.06	-0.14
YBR068C	0.29	1.59	-0.36	-0.69	-0.36	-0.36	0.14	0.14	0	0.21	-0.42	-0.12	-0.18	-0.04	0.01	0.46	-0.32	0.19	-0.34	-0.17	-0.79	-0.06	-0.43	-0.27	-0.27	-0.2	-0.01	0.25	-0.2	0.11	-0.18	0.11	-0.62	-0.47	0.23	-0.71	-0.47	-0.32	-0.38	-0.09	0.32	0.01	0.04	0.49	-0.56	-0.4	-0.2	-0.27	-0.67	-0.54	-0.42	0.42	1.35	-0.4	-0.38	1.28	-3.47	-1.56	0.43	0.63	0.32	-0.23	0.04	1.33	-0.49	-0.62	-0.06	-0.81	-0.34	-0.25	-0.22	-1.12	0	0.01	0.64	0.34	-0.3	0.94	0.21
YGR055W	-0.22	0.57	-0.64	-1.03	-0.1	0.37	0.95	-0.2	-0.2	-0.18	-0.12	-0.29	-0.42	-0.42	0.25	0.26	0.06	-0.14	-1.47	-0.17	-0.14	0.38	0.18	0.36	-0.43	0.34	0.29	0.53	-0.03	0.23	0.45	0.15	-1.12	-1.29	0.25	-0.01	-0.62	-0.76	-0.06	0.53	0.03	-1.29	-0.69	-0.97	-0.18	-0.3	-0.43	-0.09	-1.51	-0.97	0.57	0.25	0.36	-1.29	0.88	1.05	-2.12	-0.12	0.23	0.48	0.2	0.58	0.64	0.32	-0.81	-1.18	-0.54	0.26	-0.17	0.06	0.21	-0.15	0.19	0.12	0.1	-0.36	-0.67	-0.47	-0.84
